type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,Chapter 34 - Purdue Engineering,https://engineering.purdue.edu/~pomeranz/ECE608/PROB/ece608_chapter34_sample_problems.pdf,engineering.purdue.edu › ~pomeranz › ECE608 › PROB,,4,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,4
general,0,Exercises,https://www8.cs.umu.se/kurser/TDBAfl/VT06/algorithms/BOOK/BOOK3/NODE102.HTM,www8.cs.umu.se › BOOK › BOOK3 › NODE102,,5,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,5
general,0,Search-TADM2E - Algorithm Wiki - The Algorithm Design ...,https://www.algorist.com/algowiki/index.php/Search-TADM2E,www.algorist.com › algowiki › index.php,,6,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,6
general,0,CSCI 4602 solutions to practice questions for quiz 5,http://www.cs.ecu.edu/karl/4602/fall01/pracsoln5.html,www.cs.ecu.edu › karl › fall01 › pracsoln5,,7,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,7
general,0,The Algorithm Design Manual - Page 270 - Google Books Result,"https://books.google.com/books?id=7XUSn0IKQEgC&pg=PA270&lpg=PA270&dq=Design+and+implement+an+algorithm+for+solving+the+subgraph+isomorphism+problem.+Given+graphs+G+and+H,+does+there+exist+a+subgraph+H'+of+H+such+that+G+is+isomorphic+to+H'?+How+does+your+program+perform+on+such+special+cases+of+subgraph+isomorphism+as+Hamiltonian+cycle,+clique,+independent+set,+and+graph+isomorphism?&source=bl&ots=za5GPSLU1d&sig=ACfU3U1l5ghL2qWa9BmjR_U41PS3QF_1kQ&hl=en&sa=X&ved=2ahUKEwi_57CGt-rsAhUWl3IEHc-MDMgQ6AEwCHoECAkQAg",books.google.com › books,,8,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,8
images,0,,https://www.geeksforgeeks.org/proof-that-subgraph-isomorphism-problem-is-np-complete/,,,9,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,9
images,1,,https://www.chegg.com/homework-help/questions-and-answers/consider-language-subgraph-isomorphism-g-h-g-h-undirected-graphs-g-subgraph-g-g-isomorphic-q51920755,,,9,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,10
images,2,,https://en.wikipedia.org/wiki/Graph_isomorphism,,,9,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,11
images,3,,https://www.researchgate.net/publication/220202332_Solving_subgraph_isomorphism_problems_with_constraint_programming,,,9,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,12
images,4,,https://www8.cs.umu.se/kurser/TDBAfl/VT06/algorithms/BOOK/BOOK4/NODE180.HTM,,,9,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,13
images,5,,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-14-S7-S13,,,9,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,14
images,6,,https://www.nature.com/articles/srep11168,,,9,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,15
images,7,,https://www.geeksforgeeks.org/mathematics-graph-isomorphisms-connectivity/,,,9,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,16
images,8,,https://bmcbioinformatics.biomedcentral.com/articles/10.1186/1471-2105-11-96,,,9,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,17
images,9,,https://www.geeksforgeeks.org/mathematics-graph-isomorphisms-connectivity/,,,9,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,18
searches_related,0,,,,"[{'text': 'subgraph isomorphism example', 'url': '/search?q=subgraph+isomorphism+example&sa=X&ved=2ahUKEwi_57CGt-rsAhUWl3IEHc-MDMgQ1QIoAHoECAsQAQ'}, {'text': 'subgraph isomorphism hamiltonian cycle', 'url': '/search?q=subgraph+isomorphism+hamiltonian+cycle&sa=X&ved=2ahUKEwi_57CGt-rsAhUWl3IEHc-MDMgQ1QIoAXoECAsQAg'}, {'text': 'k-clique algorithm', 'url': '/search?q=k-clique+algorithm&sa=X&ved=2ahUKEwi_57CGt-rsAhUWl3IEHc-MDMgQ1QIoAnoECAsQAw'}, {'text': 'vf2 algorithm', 'url': '/search?q=vf2+algorithm&sa=X&ved=2ahUKEwi_57CGt-rsAhUWl3IEHc-MDMgQ1QIoA3oECAsQBA'}, {'text': 'independent set to subgraph isomorphism', 'url': '/search?q=independent+set+to+subgraph+isomorphism&sa=X&ved=2ahUKEwi_57CGt-rsAhUWl3IEHc-MDMgQ1QIoBHoECAsQBQ'}, {'text': 'clique problem', 'url': '/search?q=clique+problem&sa=X&ved=2ahUKEwi_57CGt-rsAhUWl3IEHc-MDMgQ1QIoBXoECAsQBg'}, {'text': 'np-complete', 'url': '/search?q=np-complete&sa=X&ved=2ahUKEwi_57CGt-rsAhUWl3IEHc-MDMgQ1QIoBnoECAsQBw'}, {'text': 'graph isomorphism problem solved', 'url': '/search?q=graph+isomorphism+problem+solved&sa=X&ved=2ahUKEwi_57CGt-rsAhUWl3IEHc-MDMgQ1QIoB3oECAsQCA'}]",10,"Design and implement an algorithm for solving the subgraph isomorphism problem. Given graphs G and H, does there exist a subgraph H' of H such that G is isomorphic to H'? How does your program perform on such special cases of subgraph isomorphism as Hamiltonian cycle, clique, independent set, and graph isomorphism?",en,,19
type,sub_rank,title,url,cite,details,cmpt_rank,qry,lang,serp_id,serp_rank
general,0,0.0.1. The Turnpike Reconstruction Problem,https://users.cs.fiu.edu/~weiss/cop3337_f99/assignments/turnpike.pdf,users.cs.fiu.edu › ~weiss › cop3337_f99 › assignments,,0,"In the turnpike reconstruction problem, you are given n(n − 1)/2 distances in sorted order. The problem is to find the positions of n points on the line that give rise to these distances. For example, the distances {1, 2, 3, 4, 5, 6} can be determined by placing the second point 1 unit from the first, the third point 3 from the second, and the fourth point 2 from the third. Design and implement an efficient algorithm to report all solutions to the turnpike reconstruction problem. Exploit additive constraints when possible to minimize the search. With proper pruning, problems with hundreds of points can be solved reliably.",en,,0
general,0,Program #9: The Turnpike Reconstruction Problem,https://users.cs.fiu.edu/~weiss/cop3337_f99/assignments/assign9.html,users.cs.fiu.edu › cop3337_f99 › assignments › assign9,,1,"In the turnpike reconstruction problem, you are given n(n − 1)/2 distances in sorted order. The problem is to find the positions of n points on the line that give rise to these distances. For example, the distances {1, 2, 3, 4, 5, 6} can be determined by placing the second point 1 unit from the first, the third point 3 from the second, and the fourth point 2 from the third. Design and implement an efficient algorithm to report all solutions to the turnpike reconstruction problem. Exploit additive constraints when possible to minimize the search. With proper pruning, problems with hundreds of points can be solved reliably.",en,,1
general,0,One algorithm for turnpike reconstruction problem ...,https://cs.stackexchange.com/questions/85081/one-algorithm-for-turnpike-reconstruction-problem,cs.stackexchange.com › questions › one-algorithm-for-t...,,2,"In the turnpike reconstruction problem, you are given n(n − 1)/2 distances in sorted order. The problem is to find the positions of n points on the line that give rise to these distances. For example, the distances {1, 2, 3, 4, 5, 6} can be determined by placing the second point 1 unit from the first, the third point 3 from the second, and the fourth point 2 from the third. Design and implement an efficient algorithm to report all solutions to the turnpike reconstruction problem. Exploit additive constraints when possible to minimize the search. With proper pruning, problems with hundreds of points can be solved reliably.",en,,2
general,0,On the Graph Turnpike Problem 1 Introduction 2 NP ...,http://theory.stanford.edu/~tomas/turn.ps,theory.stanford.edu › ~tomas › turn,,3,"In the turnpike reconstruction problem, you are given n(n − 1)/2 distances in sorted order. The problem is to find the positions of n points on the line that give rise to these distances. For example, the distances {1, 2, 3, 4, 5, 6} can be determined by placing the second point 1 unit from the first, the third point 3 from the second, and the fourth point 2 from the third. Design and implement an efficient algorithm to report all solutions to the turnpike reconstruction problem. Exploit additive constraints when possible to minimize the search. With proper pruning, problems with hundreds of points can be solved reliably.",en,,3
general,0,Topics in Algorithms 2005 The Turnpike Problem - Ramesh ...,http://hariharan-ramesh.com/ppts/turnpike.pdf,hariharan-ramesh.com › ppts › turnpike,,4,"In the turnpike reconstruction problem, you are given n(n − 1)/2 distances in sorted order. The problem is to find the positions of n points on the line that give rise to these distances. For example, the distances {1, 2, 3, 4, 5, 6} can be determined by placing the second point 1 unit from the first, the third point 3 from the second, and the fourth point 2 from the third. Design and implement an efficient algorithm to report all solutions to the turnpike reconstruction problem. Exploit additive constraints when possible to minimize the search. With proper pruning, problems with hundreds of points can be solved reliably.",en,,4
general,0,The Algorithm Design Manual - Page 271 - Google Books Result,"https://books.google.com/books?id=7XUSn0IKQEgC&pg=PA271&lpg=PA271&dq=In+the+turnpike+reconstruction+problem,+you+are+given+n(n+%E2%88%92+1)/2+distances+in+sorted+order.+The+problem+is+to+find+the+positions+of+n+points+on+the+line+that+give+rise+to+these+distances.+For+example,+the+distances+%7B1,+2,+3,+4,+5,+6%7D+can+be+determined+by+placing+the+second+point+1+unit+from+the+first,+the+third+point+3+from+the+second,+and+the+fourth+point+2+from+the+third.+Design+and+implement+an+efficient+algorithm+to+report+all+solutions+to+the+turnpike+reconstruction+problem.+Exploit+additive+constraints+when+possible+to+minimize+the+search.+With+proper+pruning,+problems+with+hundreds+of+points+can+be+solved+reliably.&source=bl&ots=za5GPSLU1d&sig=ACfU3U1GmHB5XiRqiKo0MRpwhl1ZNUDBAg&hl=en&sa=X&ved=2ahUKEwiW5eiGt-rsAhUQl3IEHfwwCpAQ6AEwBXoECAEQAg",books.google.com › books,,5,"In the turnpike reconstruction problem, you are given n(n − 1)/2 distances in sorted order. The problem is to find the positions of n points on the line that give rise to these distances. For example, the distances {1, 2, 3, 4, 5, 6} can be determined by placing the second point 1 unit from the first, the third point 3 from the second, and the fourth point 2 from the third. Design and implement an efficient algorithm to report all solutions to the turnpike reconstruction problem. Exploit additive constraints when possible to minimize the search. With proper pruning, problems with hundreds of points can be solved reliably.",en,,5
